emoji,name,name_emotion,name_emotion_vec
🇬🇱,flag: Greenland,neutral,"[0.005173739977180958, 0.002365752821788192, 0.002605134854093194, 0.005128083750605583, 0.013657798059284687, 0.0010369982337579131, 0.003443510737270117, 0.002176819369196892, 0.001176912453956902, 0.0029515251517295837, 0.002346082590520382, 0.0023657232522964478, 0.000770776707213372, 0.0032651720102876425, 0.0019726313184946775, 0.0010454923612996936, 0.0005505792796611786, 0.002567961812019348, 0.0017517810920253396, 0.00044574690400622785, 0.0016518521588295698, 0.0004843855567742139, 0.005512645002454519, 0.0003873699752148241, 0.0004357019788585603, 0.0025614495389163494, 0.0012538682203739882, 0.9674556851387024]"
🇬🇲,flag: Gambia,neutral,"[0.004051451105624437, 0.0028981994837522507, 0.003309522522613406, 0.006619711872190237, 0.012661157175898552, 0.0010589451994746923, 0.002802358940243721, 0.0018191039562225342, 0.0012614104198291898, 0.0034168388228863478, 0.002610646653920412, 0.002903291489928961, 0.0009856941178441048, 0.003217343706637621, 0.002150156069546938, 0.0009453317616134882, 0.0006312753539532423, 0.0027684723027050495, 0.001790919341146946, 0.0004897884791716933, 0.0016220449469983578, 0.0005126056494191289, 0.006055105477571487, 0.0004170206666458398, 0.0004837874439544976, 0.0030867222230881453, 0.001342609990388155, 0.9679875373840332]"
🇬🇳,flag: Guinea,neutral,"[0.005092688836157322, 0.0025828101206570864, 0.003095353255048394, 0.005799710284918547, 0.013350291177630424, 0.001064992044121027, 0.0027683854568749666, 0.001932606683112681, 0.0012029374483972788, 0.0027411298360675573, 0.0022396594285964966, 0.0025716605596244335, 0.0008028949960134923, 0.0035703713074326515, 0.0019347473280504346, 0.0010140351951122284, 0.0005398204084485769, 0.0027950622607022524, 0.0019303783774375916, 0.0004212693602312356, 0.0015929138753563166, 0.0005216849967837334, 0.005329072941094637, 0.00038952220347709954, 0.0004334265540819615, 0.0024003281723707914, 0.0012911587255075574, 0.9666008949279785]"
🇬🇵,flag: Guadeloupe,neutral,"[0.004133687820285559, 0.002088360721245408, 0.002234038198366761, 0.005281549412757158, 0.016067488119006157, 0.0010362017201259732, 0.0023680587764829397, 0.0015715378103777766, 0.0012805856531485915, 0.0038878268096596003, 0.003345104632899165, 0.0025014469865709543, 0.0007866702508181334, 0.0026940128300338984, 0.0017646257765591145, 0.0009199870401062071, 0.0005337022594176233, 0.0023420045617967844, 0.002540654269978404, 0.00041103034163825214, 0.001766940695233643, 0.000418469455325976, 0.005323277786374092, 0.00038613227661699057, 0.0004722562152892351, 0.003031216561794281, 0.0010034340666607022, 0.9647425413131714]"
🇬🇶,flag: Equatorial Guinea,neutral,"[0.004096229560673237, 0.0028165606781840324, 0.0030725097749382257, 0.006535223685204983, 0.012719803489744663, 0.0009495319100096822, 0.0029509752057492733, 0.0019808996003121138, 0.001118233660236001, 0.0029820746276527643, 0.0025028144009411335, 0.0026605166494846344, 0.0008475750219076872, 0.0030943823512643576, 0.0019191160099580884, 0.000843435525894165, 0.0005144880269654095, 0.0024010592605918646, 0.001541772624477744, 0.0004211884515825659, 0.0016833494883030653, 0.0004528553399723023, 0.005827109795063734, 0.0003644364478532225, 0.0003992804849985987, 0.0023643607273697853, 0.001324748620390892, 0.9670966267585754]"
🇬🇷,flag: Greece,neutral,"[0.005256297532469034, 0.0026858604978770018, 0.003357016947120428, 0.006218952126801014, 0.01475917361676693, 0.0010730598587542772, 0.002440329873934388, 0.001665278454311192, 0.0011048297164961696, 0.002856474369764328, 0.002042796928435564, 0.002723572077229619, 0.0008905597496777773, 0.003886082209646702, 0.002147125080227852, 0.0009727264987304807, 0.0005862427060492337, 0.0032121685799211264, 0.0019527726108208299, 0.0004652926872950047, 0.001486358349211514, 0.0006147434469312429, 0.00558829540386796, 0.00043920756434090436, 0.0004299988504499197, 0.002593762008473277, 0.001329159247688949, 0.9643786549568176]"
🇬🇸,flag: South Georgia & South Sandwich Islands,neutral,"[0.004041346721351147, 0.002428730484098196, 0.0023620235733687878, 0.006258008535951376, 0.014634601771831512, 0.0008479777607135475, 0.003181822830811143, 0.0016587828285992146, 0.000998028670437634, 0.003246678039431572, 0.002873169956728816, 0.002478289185091853, 0.0008695326396264136, 0.0026311995461583138, 0.0018250716384500265, 0.0010567945428192616, 0.0004909221897833049, 0.002185087651014328, 0.0013840325409546494, 0.00042375747580081224, 0.0017305226065218449, 0.0004593081248458475, 0.007584581151604652, 0.00040649078437127173, 0.00040118780452758074, 0.0023122543934732676, 0.0012405442539602518, 0.9665897488594055]"
🇬🇹,flag: Guatemala,neutral,"[0.004791357088834047, 0.002636201214045286, 0.003651709295809269, 0.006645515561103821, 0.012544164434075356, 0.0011308727553114295, 0.002502552466467023, 0.001764786196872592, 0.001221065642312169, 0.002973185619339347, 0.0021696698386222124, 0.002718903124332428, 0.0008957910467870533, 0.0038065998815000057, 0.00215487671084702, 0.0009787686867639422, 0.0005909192841500044, 0.0030672664288431406, 0.0018294662004336715, 0.00047682604053989053, 0.0016157057834789157, 0.0005809789872728288, 0.005270233377814293, 0.00042041728738695383, 0.00043886041385121644, 0.002699566073715687, 0.0013788641663268209, 0.9672768712043762]"
🇬🇺,flag: Guam,neutral,"[0.004713514819741249, 0.002522139111533761, 0.003026709659025073, 0.005939470138400793, 0.013752800412476063, 0.0010005353251472116, 0.0024885896127671003, 0.0017195482505485415, 0.0010888940887525678, 0.002883348846808076, 0.0023009355645626783, 0.0024904038291424513, 0.0008814511820673943, 0.0039652446284890175, 0.0019445006037130952, 0.0011636423878371716, 0.0005634969566017389, 0.003074605017900467, 0.001640175934880972, 0.00043921064934693277, 0.0014963054563850164, 0.0005781156942248344, 0.0055664656683802605, 0.0004436068993527442, 0.00044860091293230653, 0.00256333383731544, 0.0014174309326335788, 0.9647956490516663]"
🇬🇼,flag: Guinea-Bissau,neutral,"[0.0042687105014920235, 0.0026717556174844503, 0.0027606873773038387, 0.005730520933866501, 0.01513546984642744, 0.0009345173020847142, 0.002417683368548751, 0.0016666633309796453, 0.0012102413456887007, 0.003135145641863346, 0.0024014865048229694, 0.002571525750681758, 0.0009018268901854753, 0.0034415232948958874, 0.0018835407681763172, 0.0009506026399321854, 0.0005695468280464411, 0.002924810629338026, 0.0018572057597339153, 0.00043123814975842834, 0.0015556863509118557, 0.0005234909476712346, 0.006376092787832022, 0.0004342828178778291, 0.00048305344535037875, 0.002839426975697279, 0.0012526983628049493, 0.964468240737915]"
🇬🇾,flag: Guyana,neutral,"[0.004089434631168842, 0.002437756396830082, 0.003704963717609644, 0.006458231247961521, 0.01310129277408123, 0.0011813455494120717, 0.0026174646336585283, 0.0016580357914790511, 0.0011632534442469478, 0.002909356262534857, 0.002573401667177677, 0.002578828250989318, 0.0008877841755747795, 0.0035845665261149406, 0.002069540088996291, 0.0011072719935327768, 0.0005940678529441357, 0.002960649086162448, 0.0018307188292965293, 0.0004550314915832132, 0.0015641438076272607, 0.0005532726063393056, 0.005636828485876322, 0.00043138061300851405, 0.00048170756781473756, 0.0026112538762390614, 0.001363830640912056, 0.9670653343200684]"
🇭🇰,flag: Hong Kong SAR China,neutral,"[0.003987268079072237, 0.0023813853040337563, 0.002629304537549615, 0.006936732213944197, 0.015213810838758945, 0.0008609481737948954, 0.0026903371326625347, 0.0015727721620351076, 0.0010868582176044583, 0.003213483141735196, 0.002336975187063217, 0.002496721688657999, 0.0008687814697623253, 0.002589114475995302, 0.001757931662723422, 0.000717194052413106, 0.0004759901494253427, 0.0020642075687646866, 0.001301395590417087, 0.00041719444561749697, 0.0017684267368167639, 0.00045186810893937945, 0.007508711889386177, 0.0003796202945522964, 0.000384490325814113, 0.0024165590293705463, 0.0011732559651136398, 0.9656528830528259]"
🇭🇲,flag: Heard & McDonald Islands,neutral,"[0.004352578427642584, 0.002414513612166047, 0.002563073765486479, 0.005649979691952467, 0.0154788913205266, 0.0008724709623493254, 0.0029320563189685345, 0.001609695958904922, 0.0009320554090663791, 0.0029063699766993523, 0.0026585247833281755, 0.002269274555146694, 0.0008399927755817771, 0.0031894012354314327, 0.001863652840256691, 0.001059028785675764, 0.0005068600876256824, 0.002634522970765829, 0.0014784279046580195, 0.00041686129407025874, 0.0017756045563146472, 0.0005288784741424024, 0.007289736531674862, 0.00042309489799663424, 0.00041356185101903975, 0.002210828708484769, 0.0013569871662184596, 0.9662402272224426]"
🇭🇳,flag: Honduras,neutral,"[0.004796675872057676, 0.0028090188279747963, 0.003543215338140726, 0.007033121772110462, 0.012391847558319569, 0.0010542389936745167, 0.0025632409378886223, 0.0018563325284048915, 0.001228436129167676, 0.0029685036279261112, 0.001986380433663726, 0.002904832363128662, 0.0009154293802566826, 0.003632234875112772, 0.0021316136699169874, 0.0008775477181188762, 0.0005685138748958707, 0.00281014246866107, 0.0017276196740567684, 0.00047447942779399455, 0.0015846571186557412, 0.0005482116248458624, 0.005346843507140875, 0.0003965795913245529, 0.00042139345896430314, 0.002645594533532858, 0.0013710388448089361, 0.9660696387290955]"
🇭🇷,flag: Croatia,neutral,"[0.004601846914738417, 0.002462150761857629, 0.0030984447803348303, 0.005872541572898626, 0.01628471538424492, 0.0009990769904106855, 0.0026851901784539223, 0.001719837891869247, 0.0012224051170051098, 0.0024044422898441553, 0.0018822145648300648, 0.0025119869969785213, 0.0007523017702624202, 0.0036220417823642492, 0.0017555390950292349, 0.0008666957728564739, 0.0004867246898356825, 0.002810797421261668, 0.0021483961027115583, 0.00039099299465306103, 0.0016380854649469256, 0.0005343097145669162, 0.006055906414985657, 0.00038361456245183945, 0.00041631527710705996, 0.0021305913105607033, 0.0011858975049108267, 0.9638663530349731]"
🇭🇹,flag: Haiti,neutral,"[0.004776147194206715, 0.002771515166386962, 0.0036243104841560125, 0.0067883203737437725, 0.013657971285283566, 0.0010248174658045173, 0.002331388648599386, 0.0017024283297359943, 0.0011438254732638597, 0.002996322698891163, 0.0022484140936285257, 0.0029727560468018055, 0.0009294694755226374, 0.0035937477368861437, 0.0021196252200752497, 0.0009042020537890494, 0.0005976907559670508, 0.002898039761930704, 0.0017767340177670121, 0.0004465421661734581, 0.0014334419975057244, 0.0005706452066078782, 0.005421795882284641, 0.00041257249540649354, 0.0004471425199881196, 0.002829237375408411, 0.0013385523343458772, 0.9646888375282288]"
🇭🇺,flag: Hungary,neutral,"[0.005192168522626162, 0.002490737708285451, 0.0039331912994384766, 0.006745215971022844, 0.013313905335962772, 0.0011433035833761096, 0.002349700080230832, 0.0016810169909149408, 0.001241309684701264, 0.0029635487589985132, 0.002119277371093631, 0.002750047016888857, 0.000861132750287652, 0.004137471783906221, 0.002212310442700982, 0.0008881086832843721, 0.000583979650400579, 0.003047584556043148, 0.002028468996286392, 0.00047496138722635806, 0.0016066832467913628, 0.000614209973718971, 0.005347327794879675, 0.0004202882118988782, 0.00042164078331552446, 0.0025895540602505207, 0.0014648811193183064, 0.9669919610023499]"
🇮🇨,flag: Canary Islands,neutral,"[0.004793922882527113, 0.0025857966393232346, 0.002810282865539193, 0.00566374696791172, 0.01313453447073698, 0.0010037352330982685, 0.0029636682011187077, 0.0017687606159597635, 0.0010932742152363062, 0.0029654623940587044, 0.0026115865912288427, 0.002339689526706934, 0.0008037722436711192, 0.0033739893697202206, 0.001985961338505149, 0.001124887028709054, 0.0005477559170685709, 0.002821751171723008, 0.0016612752806395292, 0.0004639953840523958, 0.001498040626756847, 0.0005158942076377571, 0.00559754204005003, 0.0004164772108197212, 0.00041314648115076125, 0.002568948082625866, 0.0012636062456294894, 0.9657013416290283]"
🇮🇩,flag: Indonesia,neutral,"[0.004953231196850538, 0.0024114111438393593, 0.003133597783744335, 0.006504208315163851, 0.014398492872714996, 0.0010015477892011404, 0.0026260828599333763, 0.0017213629325851798, 0.0010975358309224248, 0.0029867766425013542, 0.002101597376167774, 0.0025965676177293062, 0.0009189231204800308, 0.003545196261256933, 0.0020072171464562416, 0.0009513134718872607, 0.0005592432571575046, 0.002855871105566621, 0.0017802565125748515, 0.0004602335684467107, 0.0015478639397770166, 0.0005880399257875979, 0.006374678574502468, 0.0004324492474552244, 0.0004350676026660949, 0.0025107874535024166, 0.001362368930131197, 0.9662936925888062]"
🇮🇪,flag: Ireland,neutral,"[0.00455107307061553, 0.002397615695372224, 0.0030238721519708633, 0.005929073318839073, 0.015748998150229454, 0.001191099639981985, 0.002842135028913617, 0.0018134916899725795, 0.001358591252937913, 0.00278467102907598, 0.0019094932358711958, 0.0024003316648304462, 0.0007663457654416561, 0.0034028207883238792, 0.0018967549549415708, 0.0008224823395721614, 0.0005537999095395207, 0.0028376737609505653, 0.001866810373030603, 0.00045690915430895984, 0.0018109556986019015, 0.0005442360998131335, 0.006091923452913761, 0.00041217252146452665, 0.0004400723846629262, 0.0025307247415184975, 0.001186721376143396, 0.9672217965126038]"
🇮🇱,flag: Israel,neutral,"[0.005275600589811802, 0.0025474790018051863, 0.0033878120593726635, 0.006655626930296421, 0.015428533777594566, 0.0009665613761171699, 0.0024604101199656725, 0.0018418394029140472, 0.000952822039835155, 0.0027208237443119287, 0.002295122481882572, 0.0025811372324824333, 0.0007940177456475794, 0.0033341848757117987, 0.001736534875817597, 0.0008498446550220251, 0.00047865486703813076, 0.002771243453025818, 0.0017085927538573742, 0.00037881825119256973, 0.0014647627249360085, 0.0005183928878977895, 0.0051066456362605095, 0.0003668848075903952, 0.00035988158197142184, 0.002131640911102295, 0.0011442848481237888, 0.9658467769622803]"
🇮🇲,flag: Isle of Man,neutral,"[0.0043877242133021355, 0.0027137205470353365, 0.002968619577586651, 0.006210649851709604, 0.012297415174543858, 0.0009334044880233705, 0.0029830513522028923, 0.00180695706512779, 0.0011270607355982065, 0.003390930127352476, 0.002944757929071784, 0.0025621685199439526, 0.0009091595420613885, 0.003029152285307646, 0.0020114369690418243, 0.001094091567210853, 0.0005834450712427497, 0.0027087079361081123, 0.0015464548487216234, 0.00045616281568072736, 0.0015155590372160077, 0.0004886436508968472, 0.005820472724735737, 0.00041328262886963785, 0.0004551369056571275, 0.002928943606093526, 0.0013070947024971247, 0.9668865203857422]"
🇮🇳,flag: India,neutral,"[0.005486867390573025, 0.0027206556405872107, 0.0036139951553195715, 0.006874056998640299, 0.013354319147765636, 0.0010249033803120255, 0.0022402594331651926, 0.0015463901218026876, 0.0011916493531316519, 0.0029904935508966446, 0.0020800053607672453, 0.002834399463608861, 0.0009790199110284448, 0.004238221328705549, 0.0022454550489783287, 0.0010664063738659024, 0.000596339872572571, 0.0030863366555422544, 0.00174481060821563, 0.0004742146993521601, 0.0016317974077537656, 0.0006705469568260014, 0.005855220835655928, 0.0004519008216448128, 0.0004722044977825135, 0.002540161367505789, 0.0015750410966575146, 0.9659212827682495]"
🇮🇴,flag: British Indian Ocean Territory,neutral,"[0.00507095642387867, 0.00208586105145514, 0.001968177268281579, 0.004776529967784882, 0.01661309413611889, 0.0007465556263923645, 0.004255140200257301, 0.00234503042884171, 0.0009303444530814886, 0.0027548058424144983, 0.00208557047881186, 0.0020831392612308264, 0.0007227475289255381, 0.0029422850348055363, 0.0016234454233199358, 0.0009741486865095794, 0.0004537731292657554, 0.0022403637412935495, 0.0014774504816159606, 0.00040187983540818095, 0.0016922532813623548, 0.0004468604747671634, 0.007184721063822508, 0.00037888417136855423, 0.0003616045287344605, 0.002061063889414072, 0.0013857107842341065, 0.9614138603210449]"
🇮🇶,flag: Iraq,neutral,"[0.0049412925727665424, 0.0028483462519943714, 0.00380136352032423, 0.006782070267945528, 0.011959001421928406, 0.0010137511417269707, 0.002754230983555317, 0.0019086437532678246, 0.0011083631543442607, 0.0029629343189299107, 0.002237993525341153, 0.0027331337332725525, 0.0009589960100129247, 0.004100801423192024, 0.002143056597560644, 0.0009613049915060401, 0.0005786925903521478, 0.003115640953183174, 0.001738433144055307, 0.0004643290303647518, 0.0015433289809152484, 0.0005903375567868352, 0.005398488137871027, 0.0004110891022719443, 0.0004374916316010058, 0.00248605664819479, 0.0015776347136124969, 0.9667772054672241]"
